location_caught,location_sold,genus,species,survey_event,date,length,habitat_caught,gear_1,gear_2,gear_3,boat_type,motor,crew,departure_time,hours_fishing,is_seller_the_fisher,gender,average_fishing_days_per_week
unitless,unitless,unitless,unitless,unitless,unitless,centimeters,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,hours,unitless,unitless,days
Afareaitu,Afareaitu,Acan_Cten,unidentified,1106,2014/11/02,0.00193,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Acan_Cten,unidentified,1106,2014/11/02,0.00183,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Acanthurus,olivaceus,1177,2015/06/07,0.00214,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1036,2014/07/20,0.00244,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Acanthurus,unidentified,1177,2015/06/07,0.0019,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1177,2015/06/07,0.00184,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1177,2015/06/07,0.00204,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1177,2015/06/07,0.00237,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1177,2015/06/07,0.00251,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1180,2015/06/21,0.00175,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Acanthurus,unidentified,1180,2015/06/21,0.00229,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Calo_Scar,unidentified,1153,2015/04/12,0.00288,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Calotomus,unidentified,1161,2015/05/03,0.00205,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Calotomus,unidentified,1177,2015/06/07,0.00358,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1083,2014/09/14,0.00224,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1083,2014/09/14,0.00185,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1153,2015/04/12,0.0027,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1153,2015/04/12,0.00241,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1153,2015/04/12,0.00204,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1153,2015/04/12,0.00226,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1165,2015/05/10,0.0022,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1165,2015/05/10,0.00249,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1165,2015/05/10,0.00258,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Cephalopholis,unidentified,1180,2015/06/21,0.00297,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Cheilinus,unidentified,1083,2014/09/14,0.00192,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cheilinus,unidentified,1083,2014/09/14,0.00152,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cheilinus,unidentified,1083,2014/09/14,0.00214,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cheilinus,unidentified,1083,2014/09/14,0.00222,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Cheilinus,unidentified,1180,2015/06/21,0.00223,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00277,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00281,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00195,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.0028,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00282,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.0026,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00269,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00254,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00263,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00199,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00263,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00197,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00196,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00227,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00238,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00491,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00215,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,NaN,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.0021,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00221,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00194,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00206,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00201,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00181,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1036,2014/07/20,0.00195,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1153,2015/04/12,0.00213,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1153,2015/04/12,0.0021,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1161,2015/05/03,0.00243,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1161,2015/05/03,0.00223,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1161,2015/05/03,0.00223,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.0026,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00241,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00254,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00215,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.002,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.002,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00196,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00201,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00215,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1165,2015/05/10,0.00229,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.00211,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.00233,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.00213,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.00216,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.0024,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.00233,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1173,2015/05/24,0.0024,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00286,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00297,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00222,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00199,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00206,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00244,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00194,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00251,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00195,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00238,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00224,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00191,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00219,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,0.00189,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1177,2015/06/07,6.7E-4,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00196,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00184,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00236,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00165,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00145,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00165,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00191,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.0018,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00203,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00184,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00208,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00221,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00182,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00242,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlor_Scar,unidentified,1180,2015/06/21,0.00183,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1036,2014/07/20,0.00269,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlorurus,sordidus,1036,2014/07/20,NaN,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlorurus,sordidus,1036,2014/07/20,0.00218,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.0018,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00211,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00184,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00175,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00171,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00159,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00183,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00173,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00215,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00209,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00192,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00174,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1083,2014/09/14,0.00185,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1106,2014/11/02,0.00252,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00213,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00226,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.002,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00215,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00215,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00243,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00229,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00188,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00223,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00234,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00225,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00222,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00222,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00216,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,sordidus,1180,2015/06/21,0.00233,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1153,2015/04/12,0.0028,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1161,2015/05/03,0.00206,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1161,2015/05/03,0.00224,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1161,2015/05/03,0.00199,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1173,2015/05/24,0.00212,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.00261,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.0022,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.00223,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.00207,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.0021,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Chlorurus,spilulrus,1177,2015/06/07,0.00231,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1036,2014/07/20,0.00353,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Epinephelus,unidentified,1036,2014/07/20,0.00299,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Epinephelus,unidentified,1106,2014/11/02,0.00221,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1106,2014/11/02,0.00237,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00197,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00168,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00194,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00166,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00148,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00125,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00148,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00181,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00192,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1153,2015/04/12,0.00201,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1165,2015/05/10,0.00242,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1165,2015/05/10,0.00186,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1165,2015/05/10,0.00178,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1177,2015/06/07,0.00193,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1177,2015/06/07,0.00207,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1177,2015/06/07,0.00211,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Epinephelus,unidentified,1180,2015/06/21,0.00191,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Gnathodentex,unidentified,1106,2014/11/02,0.00236,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Gnathodentex,unidentified,1106,2014/11/02,0.00259,lagoon,speargun,,,none,N,0.0,20:00,6.5,Y,M,2
Afareaitu,Afareaitu,Gnathodentex,unidentified,1177,2015/06/07,0.0023,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Lethrinus,unidentified,1153,2015/04/12,0.00282,lagoon,,,,poti,Y,0.0,20:00,2,Y,M,2
Afareaitu,Afareaitu,Lethrinus,unidentified,1180,2015/06/21,0.0021,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1165,2015/05/10,0.00186,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1165,2015/05/10,0.00207,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1165,2015/05/10,0.00215,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1165,2015/05/10,0.00232,lagoon,,,,poti,Y,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1180,2015/06/21,0.00293,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Monotaxis,unidentified,1180,2015/06/21,0.00244,lagoon,,,,poti,,0.0,19:00,4,Y,M,2
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1020,2014/07/06,0.00214,deep sea,trolling,,,poti marara,Y,2.0,19:00,3.5,N,M,5
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1020,2014/07/06,0.00253,deep sea,trolling,,,poti marara,Y,2.0,19:00,3.5,N,M,5
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1020,2014/07/06,0.0015,deep sea,trolling,,,poti marara,Y,2.0,19:00,3.5,N,M,5
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1020,2014/07/06,0.00231,deep sea,trolling,,,poti marara,Y,2.0,19:00,3.5,N,M,5
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1020,2014/07/06,0.00217,deep sea,trolling,,,poti marara,Y,2.0,19:00,3.5,N,M,5
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1036,2014/07/20,0.00309,reef,spear_gun,,,vaa,N,1.0,19:30,15,N,M,1
Afareaitu,Afareaitu,Mulloidichthys,unidentified,1083,2014/09/14,0.00256,lagoon,speargun,,,none,N,0.0,18:00,6,Y,M,2
